age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
34,M,541,En Couple,3,true,9173 BF 79
47,M,460,Célibataire,0,false,1664 HU 12
22,M,591,Seul,0,false,5235 WK 91
36,M,412,En Couple,4,false,6045 JE 50
25,F,552,En Couple,2,false,1771 UJ 46
48,M,599,Célibataire,0,false,8526 ZF 94
59,F,488,En Couple,2,false,4600 DI 76
38,F,596,Célibataire, ,false,4274 VV 85
39,M,967,En Couple,3,true,6509 DE 56
75,F,425,En Couple,3,true,5155 YQ 29
58,M,1206,En Couple,2,true,9289 DR 85
20,F,1309,Célibataire,0,false,4708 GC 39
34,F,729,Célibataire,0,false,20 ED 22
40,M,775,En Couple,2,false,3682 YD 70
28,M,174,En Couple,1,false,2849 ZE 16
41,F,430,En Couple,1,false,4388 QA 59
45,M,466,En Couple,4,false,3308 OO 79
68,M,1393,En Couple,0,false,3116 DN 93
25,M,453,Célibataire,0,false,9051 RQ 71
40,M,514,Seule,3,false,4357 YK 30
29,M,980,Célibataire,0,false,3839 PC 69
22,M,1266,Célibataire,0,false,7253 KQ 96
42,M,438,En Couple,2,true,5985 NL 48
48,F,738,En Couple,3,false,3226 GM 11
59,M,1140,En Couple,4,false,3831 PF 95
20,M,572,Seule,1,false,7310 QC 52
30,M,909,En Couple,3,false,8670 ZY 86
24,F,208,En Couple,2,false,3813 CE 72
28,F,589,Célibataire,0,false,6623 JT 30
19,F,1187,Célibataire,0,false,1724 JK 73
30,F,221,Célibataire,0,false,5052 UT 41
37,M,557,En Couple,4,false,409 WD 46
79,F,877,Célibataire,0,false,1905 BK 89
24,M,442,En Couple,0,false,8607 HZ 79
22,M,212,Célibataire,0,false,2085 KO 27
41,M,589,En Couple,4,false,3240 UY 27
73,M,209,En Couple,4,false,4904 DM 16
72,M,537,En Couple,2,false,7835 QQ 43
20,M,210,En Couple,1,false,485 SU 11
36,M,509,Célibataire,0,false,3285 YK 50
76,M,1194,Célibataire,0,false,3327 JQ 76
21,M,151,Célibataire,0,false,8193 DT 88
34,M,768,Célibataire,0,false,2757 KO 42
47,M,903,En Couple,2,false,6786 GO 97
71,M,768,En Couple,2,false,4383 AT 70
18,F,850,En Couple,0,false,8374 VM 18
28,M,503,En Couple,1,false,4240 DZ 35
38,M,409,Célibataire,0,false,4306 OU 67
37,M,417,Célibataire,0,false,6452 ZC 46
28,M,442,Célibataire,0,false,1098 AB 85
21,M,215,En Couple,4,false,5345 YL 44
73,M,725,En Couple,4,false,6567 VU 84
65,F,981,Célibataire,0,false,4247 UB 80
52,M,1122,En Couple,1,false,4240 CB 87
84,F,548,Célibataire,0,false,7362 WF 39
25,F,407,En Couple,1,false,788 FP 75
57,M,580,Célibataire,0,false,8340 TV 11
33,M,922,En Couple,4,false,3964 CL 47
46,M,1058,En Couple,0,false,5629 DX 81
44,F,1271,En Couple,2,false,4539 NV 24
36,M,789,Célibataire, ,false,9717 IG 58
26,F,536,En Couple,1,false,143 MK 98
49,M,422,En Couple,2,false,9534 IL 70
45,F,513,Célibataire,0,false,1583 TQ 60
55,M,1147,En Couple,4,false,2868 CC 57
56,M,181,Célibataire,0,false,5132 SA 29
80,M,177,Célibataire,0,false,8734 HV 72
56,M,1323,Célibataire,0,false,4898 CT 90
62,M,1202,En Couple,1,true,9228 JH 88
20,F,438,En Couple,2,false,1878 DH 18
79,F,161,Célibataire,0,false,8664 QE 73
45,M,412,En Couple,1,false,1543 AH 66
45,M,172,Seule,1,false,615 BC 14
76,M,509,En Couple,3,true,2494 YJ 65
58,M,166,En Couple,1,false,4647 JT 12
51,M,1236,En Couple,2,false,7887 QV 34
70,F,1109,Célibataire,0,false,2672 UE 83
67,F,1275,Seule,3,false,7576 FK 33
58,F,1309,En Couple,0,true,565 PF 84
34,F,474,En Couple,2,true,9247 YP 72
76,F,590,En Couple,2,false,7202 DW 74
50,F,734,En Couple,4,false,5670 DE 78
61,M,451,En Couple,4,true,9341 AA 89
25,M,226,En Couple,3,false,1432 TC 70
79,F,861,Seule,2,false,5094 FD 15
27,M,574,Célibataire,0,false,1482 HP 45
65,F,1038,En Couple,0,false,1496 TL 35
54,M,1280,En Couple,1,false,1709 WK 45
71,M,413,En Couple,0,false,5160 XJ 77
25,F,772,En Couple,0,false,1240 TV 64
48,M,497,Célibataire,0,false,1427 GZ 62
28,M,1207,En Couple,1,true,7007 YW 38
32,F,442,Célibataire,0,false,497 ZZ 22
72,M,574,En Couple,1,false,9121 RE 75
84,M,577,En Couple,3,false,1622 GW 21
52,M,187,Célibataire,0,false,1267 HB 93
45,F,510,En Couple,1,true,6013 TN 28
54,M,1273,Célibataire,0,false,1480 YW 98
78,M,553,En Couple,1,false,637 QN 58
48,M,762,En Couple,0,false,4154 GM 39
28,M,526,Seule,1,false,4886 DQ 28
21,F,798,Célibataire,0,false,8383 VN 84
66,M,235,En Couple,1,false,4978 DY 70
41,M,1291,Célibataire,0,false,3238 MM 80
58,M,238,Célibataire,0,false,6022 SF 91
18,M,455,En Couple,3,true,5209 EV 43
68,F,1281,En Couple,1,true,4672 NW 46
43,M,1277,En Couple,2,false,4635 BR 62
40,F,209,En Couple,0,false,1992 NC 56
52,M,582,Célibataire,0,false,7673 JW 28
35,Femme,1129,En Couple,2,false,8593 KU 86
20,M,753,En Couple,0,true,9403 VH 44
18,M,1318,En Couple,2,false,246 BD 66
27,M,153,Seul,0,false,2145 JA 94
22,F,245,Célibataire,0,false,8815 GO 93
41,M,752,En Couple,2,false,6311 FP 11
24,M,432,Célibataire,0,false,7419 TC 30
58,F,727,En Couple,4,true,5379 OH 69
75,M,412,En Couple,3,false,6230 HS 49
40,M,572,En Couple,1,true,3876 GK 94
29,F,1397,En Couple,2,false,9330 IW 56
26,M,1029,En Couple,3,false,306 GV 44
81,M,492,En Couple,4,false,8383 LQ 54
79,M,446,En Couple,0,false,1938 AQ 58
22,M,743,Célibataire,0,false,2772 IL 29
55,M,591,En Couple,0,false,2625 CQ 40
24,M,450,En Couple,0,true,4933 CF 52
49,F,448,En Couple,4,false,486 RF 69
40,M,576,Célibataire,0,false,2845 MS 51
24,M,246,Célibataire,0,false,5042 SB 69
60,F,950,En Couple,2,false,6643 ZN 95
58,M,582,En Couple,3,false,9568 QW 44
50, ,467,Célibataire,0,false,1718 KS 33
42,M,488,Célibataire,0,false,2071 BJ 26
26,F,163,En Couple,4,true,5379 YF 68
31,M,1265,Célibataire,0,false,4293 ZG 88
53,F,204,En Couple,3,false,2651 KG 27
51,F,423,Célibataire,0,false,1235 PP 15
81,M,502,En Couple,1,false,1103 ZV 49
23,F,151,En Couple,2,false,3413 CP 29
53,M,731,Seule,2,false,5222 TG 83
45,M,438,En Couple,3,false,2697 WI 80
24,M,166,Seule,1,false,8547 MX 60
58,F,199,Célibataire,0,false,9076 RB 17
19,F,528,Seule,3,false,6337 SK 80
48,M,505,Célibataire,0,false,8762 PX 52
79,M,785,En Couple,0,false,7976 BS 90
27,F,913,Célibataire,0,false,6181 XX 37
20,F,228,En Couple,3,false,7767 XR 64
23,M,977,Célibataire,0,false,506 RG 38
26,M,1375,En Couple,0,false,2553 TF 92
43,F,821,En Couple,3,false,4505 ME 45
38,M,487,En Couple,1,false,802 LE 24
82,M,1315,En Couple,3,true,2203 MO 30
78,M,476,En Couple,0,true,7713 CZ 57
55,M,569,Célibataire,0,false,116 BQ 26
23,M,403,En Couple,0,true,3694 QC 78
43,M,547,Célibataire,0,false,1696 KV 27
36,F,508,Célibataire,0,false,3226 BO 23
57,M,1307,Célibataire,0,false,9271 ST 42
25,F,593,Célibataire,0,false,387 SV 38
33,M,544,En Couple,4,false,8266 OJ 58
56,F,197,En Couple,0,false,6959 EH 47
24,M,239,Célibataire,0,false,5861 UX 95
53,F,1091,Célibataire,0,false,3581 QH 16
50,M,186,En Couple,3,false,797 QQ 22
66,M,1298,Célibataire,0,false,4713 PD 92
20,M,190,Seule,3,false,8369 BM 76
80,F,726,En Couple,1,false,3383 HJ 58
38,M,1275,En Couple,3,true,8411 EY 92
57,F,870,Seule,3,false,1445 OL 65
18,M,1393,Célibataire,0,false,3678 KX 24
40,F,480,En Couple,4,true,1691 FB 58
52,M,763,En Couple,0,false,8583 VN 30
39,M,1396,En Couple,1,false,9243 SZ 66
34,M,541,En Couple,3,true,2829 DG 25
21,F,1189,En Couple,2,false,1203 TK 35
30,M,584,En Couple,0,true,9186 GS 39
31,M,501,En Couple,4,false,1783 LZ 33
27,M,467,En Couple,1,false,6129 HG 75
40,F,508,En Couple,0,false,4265 TB 35
43,M,860,En Couple,1,true,4944 HZ 60
51,F,209,En Couple,4,false,5283 QJ 76
23,F,160,En Couple,3,false,1693 CZ 48
22,F,564,Seule,1,false,7818 HD 44
39,F,843,Célibataire,0,false,8579 BP 82
27,M,415,En Couple,2,false,3850 QI 40
55,F,189,En Couple,0,false,2179 HL 15
49,F,487,Célibataire,0,false,8078 ZO 35
40,F,1225,En Couple,4,true,8701 ZW 94
19,M,555,En Couple,0,true,7430 KE 44
61,M,579,En Couple,3,false,9158 TA 94
70,F,422,Célibataire,0,false,8208 NP 22
77,F,486,En Couple,1,false,8449 RF 97
44,M,494,Seule,2,false,6529 MS 83
33,M,1212,Célibataire,0,false,6409 JV 49
42,F,1094,Célibataire,0,false,1723 RE 21
26,M,507,En Couple,3,false,6162 RW 72
20,M,460,Célibataire,0,false,8343 BX 12
21,M,539,Célibataire,0,false,3149 JL 25
53,F,549,Célibataire,0,false,4250 YK 65
35,M,578,En Couple,3,false,1906 GC 59
25,M,532,En Couple,4,false,4049 NW 90
65,F,1165,En Couple,2,false,3285 AI 97
24,M,537,Célibataire,0,false,7846 JU 26
76,F,1111,En Couple,1,false,9315 XF 93
79,M,586,Célibataire,0,false,1594 TX 43
37,M,574,Célibataire,0,false,5268 NH 63
21,M,193,En Couple,1,false,4331 RU 80
53,M,1169,En Couple,1,false,4056 AO 24
40,M,416,En Couple,2,false,2157 QK 56
42,M,1145,En Couple,3,false,7500 AV 79
36,F,527,En Couple,1,true,5538 QJ 32
83,M,823,En Couple,2,false,3588 MB 98
32,M,223,En Couple,1,false,6436 FF 53
29,M,594,Seule,1,false,6912 YA 92
20,M,402,Célibataire,0,false,1223 DO 13
54,M,163,Célibataire,0,false,537 VP 19
70,M,438,En Couple,0,false,2410 NZ 22
37,F,415,En Couple,1,false,2882 VU 17
84,M,237,Célibataire,0,false,1908 NC 47
19,M,560,Célibataire,0,false,777 YI 17
28,M,818,En Couple,0,false,6312 YD 23
49,M,232,En Couple,0,true,6629 ZT 69
71,M,857,En Couple,0,false,5443 US 22
31,M,1231,En Couple,1,false,231 YX 88
46,F,482,En Couple,1,false,3003 LA 28
48,M,426,En Couple,2,false,7499 JL 34
18,F,236,En Couple,1,false,2751 CA 37
55,M,169,Célibataire,0,false,5189 XG 44
46,F,947,En Couple,4,false,1051 DR 45
69,M,445,En Couple,4,false,6342 HL 47
67,M,472,En Couple,2,false,9698 KM 78
27,F,558,En Couple,0,false,1175 QO 30
25,M,218,En Couple,4,true,8788 XY 69
42,M,537,Célibataire,0,false,9098 TE 58
53,F,401,En Couple,0,false,7928 CC 67
59,M,168,Seule,3,false,3070 CH 81
68,F,758,En Couple,4,false,4688 CI 54
21,M,599,Célibataire,0,false,6249 LK 49
66,M,1206,En Couple,2,false,1529 ZZ 77
22,M,249,Célibataire,0,false,8077 LS 88
24,F,248,En Couple,2,true,410 NU 67
66,M,596,Célibataire,0,false,3093 LN 36
18,F,420,En Couple,1,false,7729 MT 22
63,M,556,En Couple,1,true,6182 DD 88
35,M,452,En Couple,0,false,4139 JM 98
32,M,1097,Célibataire,0,false,1153 FG 57
41,M,529,Célibataire,0,false,5147 QX 24
69,M,787,Célibataire,0,false,7485 TJ 44
46,M,413,En Couple,2,true,3568 QV 87
65,M,880,Célibataire,0,false,5471 PI 98
70,F,516,En Couple,0,true,6529 HE 23
42,M,1123,En Couple,1,false,5971 GK 97
50,M,873,Seule,3,false,801 UH 20
23,F,950,En Couple,0,false,7361 HB 71
21,M,1353,Célibataire,0,false,7005 LF 32
22,M,922,En Couple,2,true,8091 WD 62
21,M,820,En Couple,0,true,4698 JQ 20
46,M,198,Célibataire,0,false,6363 CN 39
19,M,524,Célibataire,0,false,2954 UY 17
67,F,591,En Couple,3,false,1879 XK 38
51,M,245,En Couple,3,false,9477 EX 61
59,M,467,En Couple,3,false,1023 AD 78
44,F,593,En Couple,4,false,6914 YP 24
58,M,983,Célibataire,0,false,1643 EE 92
39,F,495,En Couple,1,false,6781 NI 66
34,M,784,En Couple,4,true,4078 UC 20
81,F,445,Célibataire,0,false,6528 RK 23
79,M,1023,Seule,1,false,8359 ZN 56
74,F,217,Célibataire,0,false,3756 LF 47
48,M,525,Célibataire,0,false,3373 EA 94
18,F,1113,Célibataire,0,false,8302 YO 63
27,M,1091,Seule,1,false,6160 AO 49
23,M,553,En Couple,4,false,1564 CA 51
29,M,1119,En Couple,4,false,7901 NT 75
41,M,569,En Couple,4,false,2471 UZ 41
81,M,518,En Couple,2,false,5224 OU 78
24,M,465,Célibataire,0,false,2361 XP 82
18,M,529,Célibataire,0,false,3776 JE 50
46,M,153,En Couple,2,true,4966 UI 37
52,M,1028,En Couple,0,false,2336 WA 82
71,M,535,En Couple,4,false,7324 VL 92
48,M,1305,Célibataire,0,false,3242 PK 52
33,M,401,Célibataire,0,false,2148 SM 35
19,M,238,Célibataire,0,false,1148 MN 95
29,F,512,En Couple,0,false,1952 RJ 80
52,M,400,En Couple,2,true,3324 EQ 65
27,M,553,En Couple,4,true,6013 JW 85
18,M,909,Célibataire,0,false,2493 XM 88
50,M,420,En Couple,0,false,7632 LE 19
23,M,210,En Couple,2,false,2730 BV 19
27,M,823,En Couple,4,false,9915 GU 48
18,M,171,En Couple,2,true,8760 MJ 32
18,M,432,En Couple,2,false,86 KG 91
59,M,553,En Couple,3,false,6229 BZ 86
32,F,587,Célibataire,0,false,9192 KV 10
40,Homme,480,En Couple,1,true,8957 LN 47
56,M,462,En Couple,3,false,253 SR 33
18,M,516,En Couple,2,false,2481 KA 70
20,F,737,Célibataire,0,false,78 JF 87
49,M,572,En Couple,3,true,6527 WW 42
45,M,570,En Couple,1,true,847 FF 12
54,M,185,En Couple,2,true,5423 ID 85
26,F,1038,En Couple,4,false,8762 ZM 42
37,M,1267,En Couple,0,false,4034 IL 65
35,M,163,Seule,1,false,9622 BT 23
25,M,570,Célibataire,0,false,659 PM 15
48,F,1221,En Couple,2,true,6612 QA 58
57,F,555,Célibataire,0,false,9399 CP 51
61,M,248,En Couple,3,false,2525 YP 84
23,F,461,En Couple,1,false,9598 KR 79
21,F,421,En Couple,0,false,1623 GU 61
25,M,472,En Couple,1,false,6833 HH 94
33,M,587,Célibataire,0,false,4175 JM 15
48,M,187,Célibataire,0,false,2036 QH 24
24,F,202,Célibataire,0,false,3918 TV 12
38,M,524,Seul,0,false,6371 LW 17
20,M,466,En Couple,3,false,2566 SN 74
25,M,507,Seule,2,false,5270 DA 82
22,M,176,En Couple,4,false,5412 KS 23
44,M,458,En Couple,4,false,6030 AN 79
40,F,221,En Couple,3,false,781 CD 86
42,M,538,En Couple,1,false,7671 II 41
28,M,517,En Couple,3,true,2242 SX 54
26,F,206,En Couple,4,false,8566 DL 90
18,F,418,En Couple,4,false,8078 OQ 90
21,M,433,En Couple,2,false,411 VS 31
64,M,470,Célibataire,0,false,7556 BR 51
66,M,409,En Couple,0,false,5133 HF 36
45,M,497,Célibataire,0,false,1315 TY 33
19,M,1139,En Couple,1,true,6002 IF 71
42,F,490,Célibataire,0,false,4004 MU 49
59,M,246,En Couple,4,false,598 MS 34
28,F,400,En Couple,2,false,88 CZ 85
26,F,1322,En Couple,1,true,1216 FK 48
65,M,591,Célibataire,0,false,4412 HO 48
24,M,964,En Couple,2,false,7218 WR 47
58,?,182,Célibataire,0,false,8230 RM 63
34,M,520,En Couple,0,false,2696 SF 97
62,F,1240,Célibataire,0,false,8422 RB 53
18,M,1173,Célibataire,0,false,2437 PO 90
62,M,1103,En Couple,3,false,1480 XR 34
19,M,215,En Couple,2,false,6795 NE 33
81,M,153,Célibataire,0,false,2303 CG 49
27,F,560,En Couple,2,false,3921 OD 86
48,Homme,524,En Couple,2,false,2137 QM 15
79,F,518,En Couple,3,false,3676 UU 97
46,M,1389,En Couple,1,false,4495 FD 31
52,M,526,En Couple,4,false,2809 KG 75
39,F,572,En Couple,4,false,5971 QN 72
60,M,1036,En Couple,1,true,8878 JI 75
36,M,237,En Couple,0,false,2289 FJ 23
38,M,1302,Célibataire,0,false,2270 JT 66
47,M,431,Célibataire,0,false,2160 NH 67
34,M,234,Célibataire,0,false,4339 DP 66
34,M,1070,Célibataire,0,false,4832 UT 82
59,M,168,En Couple,3,false,1204 PE 52
28,M,833,Célibataire,0,false,3468 IH 31
31,M,819,En Couple,4,false,3918 KU 68
46,Homme,566,Seule,3,false,1431 VS 20
49,M,903,En Couple,1,false,1997 ZT 36
37,M,445,En Couple,4,false,4528 RC 91
72,F,500,En Couple,1,false,866 IV 90
60,M,186,En Couple,3,false,7855 LH 84
52,M,209,En Couple,2,false,1419 MK 44
24,M,464,En Couple,1,false,3767 NS 49
43,F,488,En Couple,0,false,1152 ME 35
25,M,980,En Couple,0,false,356 HB 90
25,M,584,En Couple,2,false,7041 LH 75
53,M,456,En Couple,3,true,4060 PE 64
84,F,1340,En Couple,2,false,5019 UO 10
28,F,497,En Couple,1,false,3680 JH 16
27,M,216,En Couple,2,false,2898 YX 47
45,F,415,En Couple,4,true,4873 KO 59
41,F,212,Célibataire,0,false,6694 VM 67
36,F,418,Célibataire,0,false,4749 TP 13
60,M,232,En Couple,4,false,3072 BB 46
19,M,1372,Célibataire,0,false,5657 NS 69
49,M,190,Seule,1,false,8467 UI 93
76,M,549,En Couple,2,false,9173 FE 65
24,F,576,Célibataire,0,false,9821 VG 67
58,M,178,Seule,2,false,2229 SQ 44
27,M,840,En Couple,3,false,9957 XK 69
45,M,719,En Couple,1,true,9493 SK 15
35,M,571,Seule,3,false,8252 NF 67
19,M,428,En Couple,1,false,7738 FX 79
55,M,174,En Couple,0,false,2222 FF 39
18,M,529,Célibataire,0,false,8597 ZN 73
32,M,441,En Couple,0,false,4480 NL 10
51,F,578,Seule,1,false,9056 HG 43
38,M,949,Célibataire,0,false,8801 LK 62
84,M,231,En Couple,1,false,2960 ZR 62
55,M,499,Célibataire,0,false,6378 FH 84
67,M,882,Célibataire,0,false,3923 DY 42
28,M,1023,En Couple,4,false,1136 QD 94
37,F,153,En Couple,1,true,1521 YI 35
28,M,475,Célibataire,0,false,1102 VR 17
75,M,427,Célibataire,0,false,4893 FN 21
79,M,512,Célibataire,0,false,2542 TG 26
30,F,449,En Couple,3,false,8675 GS 83
48,M,525,Marié(e),4,false,9615 SE 10
26,M,834,En Couple,0,false,5721 EO 67
55,Féminin,1045,En Couple,2,false,7165 XP 13
31,M,473,Seule,1,false,3631 NB 69
26,F,226,En Couple,2,true,8429 JR 13
74,F,556,En Couple, ,false,5121 RG 54
76,M,522,Célibataire,0,false,7215 JM 71
36,F,445,En Couple,0,false,5233 KM 52
28,F,1388,En Couple,2,true,1837 XI 80
58,F,490,En Couple,3,false,1695 AY 57
83,M,227,Seule,1,false,6744 SU 89
82,F,156,En Couple,1,true,9395 UP 39
75,M,597,En Couple,2,false,9216 ZB 27
77,M,938,En Couple,0,false,8815 RK 11
29,M,564,En Couple,2,false,586 SC 84
56,M,427,N/D,1,true,4415 UR 54
74,M,549,En Couple,1,false,4281 KA 49
?,N/D,473,En Couple,0,true,8458 PH 28
57,M,471,En Couple,1,false,7879 UM 95
50,M,944,En Couple,1,false,6672 KD 54
77,M,807,En Couple,2,true,5658 OU 20
76,M,225,En Couple,3,false,9339 TP 16
60,M,484,En Couple,3,false,354 OK 41
45,M,531,En Couple,0,true,1328 KG 10
51,F,1183,Seule,3,false,2615 LS 40
58,F,203,Célibataire,0,false,2733 YG 26
26,M,470,Célibataire,0,false,7692 NL 20
64,M,199,Célibataire,0,false,8602 UE 10
44,M,844,En Couple,4,false,7280 MW 41
61,M,427,En Couple,3,false,3274 ZT 20
38,F,469,Célibataire,0,false,1978 ZW 62
52,M,561,Célibataire,0,false,40 NO 64
78,M,781,En Couple,0,false,2794 WP 32
30,M,434,En Couple,0,true,3484 IT 88
26,M,189,En Couple,2,false,6045 OL 44
25,F,160,En Couple,2,false,6614 AK 19
73,F,586,En Couple,1,false,4743 NF 16
41,M,556,Célibataire,0,false,5727 VR 34
32,M,402,Célibataire,0,false,7127 EH 56
78,M,232,En Couple,1,false,1932 UI 44
44,M,555,Célibataire,0,false,1992 XT 84
33,M,455,Célibataire,0,false,7692 SV 22
78,M,580,En Couple,2,true,2316 RL 28
48,Homme,960,En Couple,2,false,8823 RW 74
82,M,423,Célibataire,0,false,3281 GC 10
70,M,511,En Couple,0,false,335 DM 18
24,F,433,Célibataire,0,false,2558 RH 28
65,M,586,Seule,3,false,8848 JB 88
57,M,547,En Couple,1,false,2772 KM 20
68,M,419,Célibataire,0,false,4560 HG 81
47,M,1237,En Couple,4,false,9198 QZ 14
79,M,474,En Couple,3,false,3201 UC 86
59,M,1346,En Couple,1,true,8547 TX 43
64,M,418,En Couple,2,false,5644 XD 94
83,F,861,Célibataire,0,false,6913 YH 66
72,M,598,Seule,3,false,4374 NG 25
27,M,700,En Couple,1,true,2337 II 78
45,M,781,En Couple,0,false,541 PT 92
55,F,765,Célibataire,0,false,5191 CS 69
27,M,195,En Couple,3,true,729 CJ 18
41,M,583,En Couple,1,false,7489 YT 55
54,M,506,Célibataire,0,false,781 PN 31
40,M,166,Célibataire,0,false,4309 AL 50
46,F,204,Célibataire,0,false,3444 VW 27
72,F,467,En Couple,1,false,3269 SP 86
35,F,241,En Couple,2,false,902 QE 53
56,M,545,En Couple,2,false,5739 FI 87
60,M,1215,En Couple,0,false,7778 DJ 41
22,M,836,Seule,1,false,1631 MO 68
31,M,561,Seule,1,false,9252 XA 83
44,M,546,En Couple,0,false,3134 PA 66
37,F,220,Célibataire,0,false,7486 ED 31
35,M,1267,Célibataire,0,false,8386 UV 62
31,M,1299,Célibataire,0,false,480 LC 52
19,F,1315,Célibataire,0,false,4958 ZS 69
76,M,945,Célibataire,0,false,7665 IZ 54
44,F,473,En Couple,3,false,2689 TI 71
39,M,571,En Couple,1,false,7445 AY 81
30,M,183,Célibataire,0,false,8928 LM 55
38,M,1252,Célibataire,0,false,9655 ON 45
21,F,471,En Couple,2,false,8045 EK 36
38,Masculin,485,Célibataire,0,false,3550 AI 96
21,M,484,Célibataire,0,false,7076 SE 61
39,F,426,Célibataire,0,false,2249 SK 65
70,M,411,En Couple,1,false,5050 XH 36
27,M,1114,Célibataire,0,false,9636 TU 14
71,M,591,Célibataire,0,false,5999 UF 79
58,M,583,En Couple,2,false,1027 OX 56
57,F,563,?,1,false,4266 MA 50
24,M,217,En Couple,0,false,7476 NL 25
56,F,1279,En Couple,4,false,2801 IQ 64
54,M,190,Célibataire,0,false,4591 BD 74
27,M,412,En Couple,0,false,7072 RL 59
34,M,515,Célibataire,0,false,5670 GW 18
53,F,560,En Couple,2,false,542 FZ 38
61,F,1374,En Couple,3,false,7815 RF 96
18,M,185,En Couple,4,false,5405 VN 45
21,M,427,En Couple,3,true,9127 EQ 80
44,M,1358,En Couple,0,false,6345 UI 37
71,F,579,Seule,2,false,8006 EP 21
71,M,470,Célibataire,0,false,4645 LQ 58
71,M,504,Célibataire,0,false,687 YJ 57
66,M,546,Célibataire,0,false,9667 QT 97
47,M,904,En Couple,1,false,7782 NF 44
52,Masculin,1180,En Couple,1,false,5082 FH 20
42,M,1043,En Couple,0,false,5066 MK 94
60,F,157,Célibataire,0,false,207 TM 70
51,M,901,En Couple,1,false,7938 XP 45
59,M,1099,Célibataire,0,false,8991 XA 51
26,M,750,En Couple,0,true,1170 FT 48
59,F,511,En Couple,2,false,3808 ZU 39
19,F,892,En Couple,2,false,1205 PQ 45
29,F,415,En Couple,1,false,7877 EG 72
31,F,184,En Couple,2,false,3569 WK 84
44,F,235,En Couple,2,false,8729 XQ 19
78,F,462,En Couple,1,false,5768 PM 61
71,F,518,En Couple,4,false,4960 HI 94
27,M,430,En Couple,2,false,5747 MP 88
74,M,227,Seule,1,false,459 FJ 86
28,F,1181,En Couple,1,false,3863 LO 55
18,F,409, ,1,false,4818 TY 87
81,M,443,Seule,3,?,7713 FJ 41
75,F,563,Seul,0,false,2105 CS 38
30,F,235,En Couple,0,false,8139 NR 36
83,M,206,En Couple,2,true,8973 RI 31
43,M,491,En Couple,0,false,9606 GN 28
64,F,575,Célibataire,0,false,6694 YB 37
25,Masculin,183,Célibataire,0,false,3632 AE 54
32,M,463,En Couple,0,true,4693 QD 92
22,M,1095,En Couple,0,false,1229 ZE 69
51,F,992,Célibataire,0,false,116 OK 67
25,F,539,En Couple,1,false,3632 CJ 93
20,M,565,En Couple,1,false,9355 IB 24
19,M,700,Célibataire,0,false,2721 SO 22
71,M,439,En Couple,0,false,3142 ZM 14
52,M,150,En Couple,2,false,4517 NV 65
37,M,496,En Couple,3,false,5153 HG 79
32,M,401,Célibataire,0,false,4490 NE 19
50,M,422,Seule,2,false,911 VK 49
22,F,1361,En Couple,3,false,3194 LW 64
18,F,511,Célibataire,0,false,1708 BN 25
24,F,556,En Couple,1,false,8981 GV 18
34,M,415,Célibataire,0,false,8512 WC 21
53,M,198,En Couple,1,false,5225 XC 20
54,F,568,En Couple,4,false,4236 YP 26
28,M,419,En Couple,0,true,8667 UU 50
82,M,440,Célibataire,0,false,8428 IO 83
18,M,599,En Couple,0,false,6029 OA 75
27,M,429,En Couple,2,true,8453 EV 28
55,M,818,Célibataire,0,false,2792 DT 30
29,M,213,En Couple,2,false,22 ZN 74
57,M,214,Célibataire,0,false,3424 JU 14
50,M,860,En Couple,1,false,6136 YP 96
20,M,542,En Couple,3,false,9205 YO 58
69,M,1220,Célibataire,0,false,7840 HX 55
43,M,213,En Couple,3,false,5726 DO 91
44,F,400,En Couple,4,false,3529 DP 38
55,M,199,En Couple,0,false,1981 YE 36
28,M,546,Célibataire,0,false,877 YW 97
23,M,546,En Couple,2,false,9951 TG 67
31,M,548,En Couple,0,false,1995 BI 12
36,M,507,Célibataire,0,false,9227 ST 30
40,M,501,Célibataire,0,false,4911 WN 93
54,F,418,En Couple,3,false,5360 TM 91
31,M,232,Célibataire,0,false,5726 IY 47
67,M,759,En Couple,2,false,9113 HM 72
27,F,1169,Célibataire,0,false,2696 TU 38
69,F,545,Célibataire,0,false,2218 KX 53
26,F,470,En Couple,4,false,9527 RX 36
58,M,1245,Célibataire,0,false,8609 ZH 78
51,M,528,En Couple,4,true,3372 SJ 18
29,F,526,En Couple,2,true,3783 WC 98
38,M,578,En Couple,4,false,9879 RH 40
63,M,1264,En Couple,0,true,1007 HA 86
75,M,1097,En Couple,4,false,3101 BR 83
27,M,406,En Couple,2,false,6884 FW 82
35,M,214,En Couple,2,false,1185 BG 78
62,M,491,En Couple,4,false,9468 JF 50
47,M,218,En Couple,4,false,7293 BB 18
50,M,918,Célibataire,0,false,9128 QE 97
74,F,567,Célibataire,0,false,5879 FE 19
20,M,238,En Couple,2,false,8291 RH 76
41,M,1298,En Couple,1,false,8383 WQ 61
40,M,227,En Couple,2,true,7953 SA 29
70,F,1148,En Couple,2,false,7645 HR 73
64,F,233,En Couple,3,false,1647 DZ 97
77,F,832,En Couple,2,false,9445 SM 19
73,M,586,Célibataire,0,false,663 LF 78
80,M,220,En Couple,2,false,3668 TY 46
37,M,413,En Couple,1,false,4234 FR 84
39,M,942,En Couple,0,false,2145 FB 22
19,M,484,Célibataire,0,false,4133 HU 14
