age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
55,F,214,En Couple,1,false,3815 PF 69
43,M,1205,En Couple,2,false,230 KL 47
39,M,583,Célibataire,0,false,1681 CC 35
18,F,969,Seule,2,false,6398 SV 10
19,M,440,Célibataire,0,false,790 GW 47
25,M,248,En Couple,1,true,949 TU 13
69,F,206,En Couple,0,false,8990 SP 93
43,M,580,En Couple,2,false,204 WK 15
39,F,441,En Couple,3,false,275 DO 18
32,F,480,En Couple,3,true,2004 QC 35
36,F,517,En Couple,1,true,4815 KK 41
48,M,1001,En Couple,3,false,5187 BF 13
41,M,749,En Couple,1,false,9873 EG 31
36,M, ,Célibataire,0,false,5167 WU 15
78,F,505,Célibataire,0,false,552 LR 44
47,F,1218,Célibataire,0,false,4816 NX 30
64,M,239,En Couple,2,false,1110 WH 52
30,M,200,En Couple,2,false,8418 VO 48
82,F,155,Célibataire,0,false,8349 XG 80
75,M,581,Célibataire,0,false,6912 VQ 73
37,M,443,Célibataire,0,false,6229 CH 79
57,M,516, ,3,false,1882 YP 97
36,M,948,En Couple,1,false,6756 EH 66
27,M,236,En Couple,4,false,2751 MX 93
37,M,200,En Couple,0,false,3315 WP 43
57,F,196,En Couple,2,false,4227 VO 26
28,F,1153,Seule,1,false,4671 DD 26
76,M,575,Seule,2,false,2874 MG 70
49,M,547,Célibataire,0,false,6230 MB 75
32,M,435,En Couple,2,false,426 UN 93
29,M,204,En Couple,0,false,9893 TB 51
45,M,205,En Couple,2,false,2733 OK 51
29,M,-1,Célibataire,0,false,1488 IC 56
27,F,1009,En Couple,0,false,5820 AK 27
70,F,246,En Couple,1,true,9146 SW 70
30,M,540,En Couple,3,false,5444 RV 48
77,M,1123,En Couple,0,false,2295 FQ 92
51,M,425,En Couple,1,false,5556 YB 79
69,F,210,En Couple,3,false,9473 GG 66
44,F,1029,Célibataire,0,false,4845 IT 55
32,M,242,En Couple,0,false,1536 IL 36
27,F,856,Célibataire,0,false,1712 ZO 27
28,M,1286,En Couple,0,false,6880 IP 36
33,M,1313,En Couple,2,false,6867 NC 20
42,F,498,En Couple,2,false,6958 KX 43
22,F,537,Célibataire,0,false,5212 UJ 83
38,F,222,En Couple,0,false,4171 AN 90
21,F,921,Célibataire,0,false,8035 CS 41
76,F,1040,En Couple,2,false,8535 VR 17
46,Masculin,229,Célibataire,0,false,8564 ZM 90
29,M,238,Seule,1,false,9910 CX 62
39,F,509,En Couple,2,false,1738 IY 21
18,M,518,En Couple,0,false,1854 NZ 61
29,F,1239,Célibataire,0,false,3765 HR 57
32,F,547,Célibataire,0,false,6999 WD 62
64,F,235,En Couple,3,false,7492 UB 44
32,M,559,En Couple,1,false,553 SO 32
72,M,566,Célibataire,0,false,635 EQ 88
62,F,831,En Couple,3,false,4737 NN 66
54,M,160,En Couple,2,false,5678 SA 68
46,M,481,En Couple,2,false,2523 JJ 98
59,M,1295,En Couple,0,false,1507 DS 47
38,M,444,En Couple,0,false,9848 FQ 73
30,M,563,En Couple,4,false,6548 MI 49
67,F,1180,En Couple,3,false,2714 BX 61
20,F,407,En Couple,1,false,8538 WL 87
42,M,546,Célibataire,0,false,1347 GS 69
40,M,249,Seule,3,false,514 KQ 20
47,F,154,Célibataire,0,false,2857 ZE 78
56,F,520,En Couple,1,false,7868 II 55
37,F,901,En Couple,2,true,9492 SS 60
55,M,489,Célibataire,0,false,3174 RY 33
46,M,1172,En Couple,1,false,6414 SL 27
55,M,540,En Couple,0, ,9541 RF 70
45,M,801,En Couple,1,true,9761 RM 13
23,M,423,Célibataire,0,false,2011 SO 37
35,M,458,Seule,1,false,4412 HU 77
74,F,496,En Couple,0,true,8161 HR 97
84,M,587,En Couple,2,false,6734 FN 55
50,F,861,En Couple,1,false,8175 LI 31
68,M,529,En Couple,2,false,3369 MA 15
21,M,1172,En Couple,0,true,5278 CZ 48
32,M,175,En Couple,0,false,8064 YR 78
22,M,442,En Couple,1,true,8573 UU 78
25,M,440,En Couple,2,false,3480 FQ 75
28,M,158,En Couple,2,true,9353 FC 43
25,M,1286,Célibataire,0,false,1354 JY 18
82,M,802,En Couple,4,false,674 WB 37
33,M,564,En Couple,0,false,223 CF 70
46,M,590,Célibataire,0,false,6684 UX 15
28,M,1255,En Couple,0,false,6194 QX 34
40,F,541,En Couple,0,false,5323 BK 85
18,M,568,En Couple,1,false,4913 MI 61
22,M,152,Célibataire,0,false,5957 CH 28
84,M,574,En Couple,2,false,9388 OF 50
19,M,174,Célibataire,0,false,836 WJ 68
58,M,447,En Couple,2,false,1636 ID 17
36,F,556,Célibataire,0,false,8769 PV 72
74,M,401,Seule,2,false,285 GH 17
44,M,560,En Couple,0,false,4569 CX 62
52,M,164,En Couple,4,false,9115 LD 13
39,F,153,En Couple,1,false,4828 IC 91
52,M,1163,En Couple,0,false,9848 JA 97
62,M,826,En Couple,1,false,5288 NU 75
27,M,574,Célibataire,0,false,2044 JV 42
44,M,456,En Couple,3,true,4641 SO 75
21,M,425,En Couple,0,false,2755 PJ 56
21,M,832,En Couple,2,false,7996 LM 82
83,M,1009,Célibataire,0,false,7675 IQ 87
45,F,1022,En Couple,0,false,895 ZA 56
76,F,1242,Célibataire,0,false,130 ZK 43
54,M,413,En Couple,1,true,723 PS 71
64,Masculin,525,Célibataire,0,false,9675 SB 19
74,M,422,En Couple,3,false,6674 NO 18
26,M,1143,Célibataire,0,false,9306 DT 48
79,M,558,En Couple,4,false,5240 IX 63
20,M,497,En Couple,1,false,6627 TV 57
23,Féminin,407,En Couple,1,false,7461 ON 97
74,M,216,Célibataire,0,false,1806 WE 60
22,M,159,En Couple,4,false,1016 QC 12
38,M,1244,En Couple,2,true,6406 NY 75
-1,M,192,En Couple,2,false,4885 CV 69
49,F,877,En Couple, ,true,5316 YY 34
26,F,424,En Couple,3,false,6080 DC 66
18,F,236,En Couple,1,false,2008 BI 90
33,M,1266,En Couple,0,true,960 SV 21
50,M,224,Seule,1,false,8624 DT 43
46,M,1188,En Couple,3,false,5356 FT 29
55,M,444,En Couple,1,false,4463 IX 52
21,M,561,En Couple,0,false,4496 GN 72
18,F,544,En Couple,0,false,87 NN 35
49,F,950,Célibataire,0,false,8889 PP 81
30,M,739,Célibataire,0,false,2222 JZ 65
35,F,1236,Célibataire,0,false,9332 ZS 81
21,F,904,En Couple,3,false,1372 MQ 62
39,M,182,En Couple,4,false,8946 JI 85
75,M,237,En Couple,4,false,4379 UA 27
60,M,542,En Couple,3,false,4215 JY 21
29,M,488,En Couple,1,true,9541 SH 66
80,F,482,En Couple,4,false,8230 HM 78
68,M,819,En Couple,0,false,8921 LQ 58
47,F,228,En Couple,1,true,5814 YR 26
23,M,589,En Couple,2,true,4007 FZ 41
57,F,1286,En Couple,1,false,7423 HH 60
44,M,1328,Célibataire,0,false,7086 KI 92
25,M,213,En Couple,2,false,8285 IL 29
37,M,1225,En Couple,1,false,8532 IR 92
49,M,217,En Couple,0,false,6956 XK 69
44,M,561,Célibataire,0,false,1182 EL 43
71,F,734,En Couple,4,true,1865 ZN 55
52,M,742,Célibataire,0,false,291 KQ 63
41,F,505,En Couple,4,false,2087 CS 73
71,M,1341,Célibataire,0,false,1853 EF 47
30,F,556,En Couple,1,false,3863 LV 21
25,M,1383,En Couple,1,false,1735 GD 66
78,F,196,En Couple,2,false,30 ST 96
55,F,153,En Couple,1,true,3599 RA 37
24,M,442,Célibataire,0,false,2690 SP 65
45,F,1156,Célibataire,0,false,4405 RQ 21
55,M,585,En Couple,1,false,3309 DR 71
41,M,561,Seule,1,false,122 VQ 76
20,F,507,En Couple,3,false,4728 IY 89
53,M,553,Célibataire,0,false,5906 EG 60
22,M,1356,Célibataire,0,false,2977 AF 74
47,M,239,En Couple,2,false,2145 SJ 63
64,M,1368,En Couple,3,false,8245 IB 21
28,F,482,En Couple,1,false,1121 EK 52
22,M,1139,En Couple,1,false,5701 MM 98
65,M,1327,En Couple,4,false,8842 IW 84
25,M,180,En Couple,1,false,5045 YW 61
37,M,190,En Couple,3,false,1544 NA 95
28,M,188,Célibataire,0,false,7464 XP 55
27,M,414,Célibataire,0,false,2313 EA 79
63,M,459,En Couple,2,false,6021 LF 34
63,M,156,Célibataire,0,false,2779 EP 68
36,F,431,Célibataire,0,false,6052 EM 60
30,M,207,En Couple,2,false,2402 TQ 41
49,F,188,Célibataire,0,false,2977 QH 66
43,F,555,En Couple,0,false,6991 BC 49
55,M,174,Seule,1,false,4216 IL 25
79,M,597,Célibataire,0,false,8537 JV 46
18,M,1218,En Couple,1,false,4726 OR 55
43,M,592,Célibataire,0,false,296 AO 45
19,F,211,Célibataire,0,false,4782 PW 27
29,F,539,En Couple,0,false,6884 CR 59
41,F,511,Célibataire,0,false,2593 IZ 65
49,M,558,En Couple,4,false,2746 LL 16
84,M,181,Célibataire,0,false,1300 ZR 43
72,F,406,En Couple,3,true,7671 VC 49
46,F,546,En Couple,2,false,6094 TY 64
61,M,412,En Couple,2,false,7322 GP 84
21,M,582,Célibataire,0,false,3814 HH 83
27,M,445,En Couple,0,true,5510 KL 65
35,F,449,En Couple,1,false,5624 IN 82
53,M,1396,Célibataire,0,false,925 EX 34
42,M,1069,Célibataire,0,false,7857 LO 42
84,M,474,En Couple,2,true,6565 MV 21
54,F,591,Célibataire,0,false,7582 AB 62
46,M,545,En Couple,0,true,326 YF 33
74,M,458,Célibataire,0,false,8913 FP 87
52,M,507,En Couple,2,false,5578 CH 58
54,M,169,Célibataire,0,false,9627 NV 22
56,F,445,En Couple,4,false,4124 KZ 59
60,F,545,Célibataire,0,false,1442 AL 17
63,M,576,En Couple,2,false,7353 UO 76
39,M,508,En Couple,2,false,508 WD 69
23,F,543,Célibataire,0,false,4529 OX 10
55,M,236,Seul,0,false,6546 RC 73
58,F,1089,Célibataire,0,false,1190 OK 57
71,F,495,En Couple,1,false,4238 RB 96
42,F,875,Célibataire,0,false,6587 HW 28
81,F,491,En Couple,0,false,812 MN 54
33,M,414,En Couple,3,false,6709 ND 95
81,F,425,Célibataire,0,false,1772 KM 54
18,M,431,Célibataire,0,false,7517 EL 60
47,M,573,En Couple,1,false,3454 SS 96
58,M,537,En Couple,2,false,44 CK 90
55,F,1084,En Couple,2,false,8420 LK 93
20,M,884,Célibataire,0,false,318 ET 92
80,M,478,En Couple,0,false,6787 KI 75
26,M,200,Célibataire,0,false,9295 WS 65
38,M,1375,Célibataire,0,false,4657 IY 69
65,M,506,En Couple,1,false,3312 QQ 89
46,M,753,Célibataire,0,false,8040 TW 64
35,M,447,Célibataire,0,false,2498 TT 71
29,M,539,En Couple,1,false,273 RA 36
47,M,816,En Couple,1,false,5256 GA 28
39,F,1301,Célibataire,0,false,7738 TB 77
61,F,434,Célibataire,0,false,2473 IY 39
22,F,1146,En Couple,3,true,6880 GZ 57
20,F,454,En Couple,0,false,1404 HT 94
50,M,167,En Couple,0,false,1637 ET 94
18,F,224,En Couple,0,false,1050 MQ 21
24,M,589,Célibataire,0,false,6890 LM 68
40,M,237,En Couple,3,false,6287 ZK 78
52,M,986,En Couple,0,false,6805 TE 77
37,M,557,En Couple,1,false,4137 RX 87
45,M,416,En Couple,4,true,3116 VJ 39
53,F,941,En Couple,2,false,5303 QY 32
82,M,973,En Couple,0,false,4424 NC 68
23,F,594,Célibataire,0,false,4794 UR 81
66,M,587,En Couple,3,false,1491 SI 24
18,M,597,Célibataire,0,false,5127 KG 63
45,M,173,En Couple,1,false,6313 IG 67
79,M,193,En Couple,1,true,178 PR 44
21,M,151,En Couple,2,false,7610 JR 74
67,M,432,En Couple,4,false,6051 PI 67
27,M,439,En Couple,0,false,278 UD 28
44,M,232,Célibataire,0,false,645 JW 61
44,M,568,Célibataire,0,false,5887 BW 20
79,M,903,En Couple,1,false,7282 RU 55
26,M,1000,En Couple,2,false,9578 DL 80
73,M,451,Célibataire,0,false,1287 AL 57
68,M,459,Célibataire,0,false,3838 CN 45
60,M,1003,Célibataire,0,false,6198 WI 28
48,F,882,En Couple,0,false,5330 WU 37
25,F,594,Célibataire,0,false,4126 VX 60
72,M,416,En Couple,0,false,3875 SJ 77
41,M,189,En Couple,2,false,7541 XJ 81
55,M,413,En Couple,2,false,6139 WL 10
74,M,210,En Couple,1,true,2238 EO 52
26,F,480,Marié(e),1,false,9786 HJ 38
61,F,521,En Couple,0, ,6851 NY 47
59,M,1152,En Couple,1,false,7345 IP 80
20,M,214,En Couple,3,false,8699 VN 82
29,M,169,En Couple,1,false,4674 BM 36
23,M,593,En Couple,1,false,6884 VK 68
76,M,574,Seule,2,false,7089 MT 17
59,F,490,Célibataire,0,false,5898 DP 74
18,M,224,En Couple,1,true,3125 LS 61
29,F,594,En Couple,3,false,3421 OD 79
45,M,232,En Couple,1,false,3271 MD 92
25,Féminin,1184,En Couple,0,false,1935 SB 16
70,F,411,En Couple,1,false,1632 TC 76
69,M,478,En Couple,1,false,627 ZT 80
18,M,997,En Couple,2,false,2191 JN 44
43,M,214,En Couple,1,false,4191 WU 34
60,F,154,En Couple,2,true,9025 QT 92
29,M,157,Célibataire,0,false,1754 RO 91
25,M,513,Célibataire,0,false,3143 MG 12
27,M,192,Célibataire,0,false,8478 JO 51
84,F,201,Célibataire,0,false,2867 UE 83
32,M,833,En Couple,0,false,694 AZ 20
24,F,1175,En Couple,1,false,4138 FJ 50
36,M,494,En Couple,2,false,3105 SC 62
40,M,?,En Couple,1,true,2594 EW 40
67,F,421,Célibataire,0,false,7405 HT 11
45,M,430,Célibataire,0,false,277 UI 26
39,F,482,En Couple,1,false,668 QM 78
66,F,1174,En Couple,4,false,6348 AV 52
27,M,519,En Couple,2,false,8305 AH 97
22,F,864,Seule,1,false,3781 VD 59
20,M,469,En Couple,3,false,739 ZI 20
62,M,488,En Couple,2,false,6669 YG 61
18,M,474,En Couple,1,false,7193 CB 96
36,M,466,En Couple,3,false,2406 DW 80
29,M,417,En Couple,0,false,6892 DA 91
75,F,435,En Couple,1,false,9506 KY 18
81,F,972,En Couple,2,false,5257 FX 67
59,M,496,En Couple,2,false,6277 LQ 88
23,Femme,1013,En Couple,4,false,7771 TC 74
49,M,202,En Couple,0,false,5974 MM 65
45,M,577,En Couple,0,false,8372 FP 93
39,M,479,En Couple,0,false,5454 CQ 97
43,M,1056,Célibataire,0,false,3956 XR 77
52,M,512,En Couple,0,false,9750 BT 85
60,M,791,En Couple,0,false,2912 QE 96
46,F,1219,En Couple,0,false,5245 MM 71
46,M,465,En Couple,3,false,12 SB 80
80,F,732, ,0,false,1232 KT 40
22,F,536,En Couple,4,false,3841 JD 38
25,M,482,Célibataire,0,false,3664 PQ 80
57,M,481,En Couple,2,false,7 QU 84
32,M,199,Célibataire,0,false,8575 DA 18
30,M,441,En Couple,0,true,8027 EP 13
45,M,533,En Couple,2,false,3378 LV 81
48,F,753,En Couple,2,false,554 UU 16
50,M,214,Célibataire,0,false,2352 QZ 25
43,M,748,En Couple,3,false,8500 WG 43
65,M,782,En Couple,3,false,8848 GY 59
43,M,507,En Couple,0,false,6761 XF 66
50,M,500,En Couple,0,false,8335 UU 40
29,F,497,En Couple,3,false,8863 MF 18
25,F,217,En Couple,3,false,4839 CA 75
26,F,493,En Couple,0,false,5081 HG 30
44,F,736,En Couple,3,false,2505 KY 27
42,M,1366,En Couple,0,false,8001 DF 13
33,M,1252,En Couple,1,true,9507 SN 74
26,M,173,Célibataire,0,false,7822 NO 96
53,F,184,En Couple,4,false,5434 TU 72
26,F,531,Seule,1,false,8254 UN 24
58,M,828,En Couple,1,true,8449 FZ 80
31,M,228,En Couple,2,true,7581 OR 52
36,M,503,En Couple,1,false,6687 HC 86
32,F,162,En Couple,0,false,1467 UP 46
24,M,460,En Couple,3,false,6365 CY 51
50,F,472,En Couple,0,true,6426 ON 47
52,M,168,En Couple,0,false,4309 WU 76
49,M,1155,Seule,3,false,1565 QV 21
40,M,546,Célibataire,0,false,6436 GV 12
24,M,448,Célibataire,0,false,986 BD 21
77,M,173,Célibataire,0,false,4824 QL 57
26,F,453,En Couple,0,false,6488 OK 88
66,F,415,Célibataire,0,false,8721 WQ 88
26,M,1289,En Couple,4,false,8081 VW 78
52,M,547,Célibataire,0,false,516 LD 62
41,M,763,Célibataire,0,false,6881 HZ 36
22,M,465,En Couple,1,false,8435 YS 17
29,M,223,Célibataire,0,false,9284 PH 64
50,F,1001,Célibataire,0,false,3941 WS 96
51,F,478,Célibataire,0,false,1851 CU 69
41,F,570,En Couple,0,false,868 AH 83
28,M,197,En Couple,0,false,6535 US 31
30,M,499,En Couple,4,false,7450 PI 21
42,M,452,Célibataire,0,false,2908 WC 38
46,F,484,En Couple,2,true,2946 MR 31
18,F,432,En Couple,1,false,3487 VP 85
71,M,217,Célibataire,0,false,6653 YC 66
38,M,244,En Couple,4,false,7016 NR 83
25,F,451,En Couple,0,false,7433 AT 98
22,M,1304,Célibataire,0,false,5457 CY 65
26,M,524,Célibataire,0,false,9339 LI 26
21,M,499,En Couple,1,true,7364 YF 37
40,M,780,Seule,2,false,9446 UV 58
40,M,1313,En Couple,0,true,1904 HN 51
31,M,188,Célibataire,0,false,5057 MJ 84
31,M,483,En Couple,3,false,3795 MI 20
58,M,520,En Couple,0,false,7029 LM 73
21,F,1179,Seule,3,false,8849 MA 68
72,M,932,Seule,1,false,5164 BR 42
18,M,529,En Couple,1,false,235 JJ 57
58,M,1354,En Couple,4,false,1603 EF 24
20,M,526,En Couple,3,true,6969 IZ 41
52,F,911,En Couple,1,false,3784 MD 41
70,M,155,En Couple,3,true,6784 DF 16
20,M,223,Célibataire,0,false,8476 GX 71
54,F,761,En Couple,1,true,5420 AZ 81
29,M,1161,En Couple,2,false,7089 BB 45
34,F,879,Seule,3,false,231 VE 80
69,F,452,Célibataire,0,false,8444 SX 16
78,F,496,?,3,true,4495 AO 73
38,F,434,Célibataire,0,false,5620 FK 35
49,M,456,Célibataire,0,false,2227 IY 73
39,M,478,Célibataire,0,false,9792 XJ 52
41,M,1050,Célibataire,0,false,4390 KH 96
66,M,547,Célibataire,0,false,2525 UO 36
28,F,755,Célibataire,0,false,827 BL 30
31,M,1183,Célibataire,0,false,3798 VD 72
41,M,439,En Couple,2,false,5958 LT 98
33,M,1346,En Couple,3,false,6281 NW 91
45,F,923,En Couple,4,false,1985 JM 27
59,M,410,En Couple,1,false,6248 CH 48
58,M,471,Célibataire,0,false,2547 RN 84
33,F,470,Seule,3,false,580 KJ 11
20,F,478,En Couple,1,false,1130 ZJ 29
68,M,200,En Couple,1,false,2996 WW 73
33,M,1208,En Couple,2,false,4962 DV 94
35,M,1231,En Couple,3,true,12 IG 62
84,M,1116,Seule,1,false,5116 BG 86
44,M,152,Célibataire,0,false,7398 ML 81
36,M,532,En Couple,4,false,8152 OO 52
32,F,554,En Couple,0,false,7804 UY 16
29,M,242,Célibataire,0,false,8234 IW 43
35,?,1215,Célibataire,0,false,1242 PC 88
81,M,184,Célibataire,0,false,5800 AO 41
21,M,1294,En Couple,3,false,1616 HW 32
29,F,595,Célibataire,0,false,6329 IH 98
19,M,164,En Couple,1,true,606 ST 68
36,M,536,Célibataire,0,false,679 DJ 38
19,F,1191,En Couple,3,false,1830 QN 35
29,M,578,En Couple,1,false,2622 TJ 68
64,M,1271,En Couple,1,false,5726 MJ 73
58,F,410,Célibataire,0,false,6186 WH 31
31,M,1247,Célibataire,0,false,9194 PY 87
80,F,877,En Couple,2,false,8396 XU 90
30,M,166,En Couple,3,false,7077 ZZ 66
65,M,211,Seule,3,false,1061 TB 34
82,F,484,Célibataire,0,false,681 KH 75
19,M,159,En Couple,4,false,7641 WX 60
54,M,571,En Couple,3,false,337 GK 25
40,M, ,En Couple,2,false,3165 KD 61
37,F,239,En Couple,0,false,6142 IX 48
25,M,588,Célibataire,0,false,8729 HD 14
48,M,234,Célibataire,0,false,5311 WX 36
24,F,430,En Couple,3,false,2231 AE 72
28,M,476,Célibataire,0,false,902 VM 88
31,M,494,Seule,1,false,7697 GP 10
66,F,554,En Couple,1,false,2250 OL 54
21,F,724,En Couple,3,false,230 HW 14
72,M,476,Marié(e),4,true,8447 SF 43
57,M,449,Célibataire,0,false,869 SN 30
80,F,978,Célibataire,0,false,2607 YA 84
69,M,165,En Couple,0,true,4751 KE 76
33,M,208,En Couple,1,false,5012 GM 69
37,M,1122,En Couple,2,false,9433 HZ 65
20,M,552,Célibataire,0,false,2042 EC 61
59,M,550,En Couple,2,true,6791 AJ 71
59,F,220,En Couple,2,false,2881 VN 82
41,M,587,En Couple,4,false,1890 KR 75
50,F,572,Célibataire,0,false,1977 FD 37
58,M,192,En Couple,2,true,4643 LE 48
24,M,412,En Couple,0,false,485 DD 74
58,F,542,En Couple,0,false,1637 MP 47
66,F,1213,En Couple,1,false,152 GZ 80
56,M,453,En Couple,0,false,4406 TL 15
63,M,595,Célibataire,0,false,8858 QX 53
53,F,193,En Couple,2,false,133 GB 44
38,F,562,En Couple,3,false,6418 MP 14
55,F,508,Célibataire,0,false,9813 WT 97
21,M,539,En Couple,0,false,7101 WI 59
26,M,1115,Célibataire,0,false,4616 AA 81
59,M,764,Célibataire,0,false,8886 JQ 46
71,M,434,En Couple,4,true,9813 KT 55
65,M,463,Seule,1,false,8347 OJ 70
53,M,176,En Couple,2,false,3571 PZ 81
56,M,449,En Couple,2,false,5758 XA 83
49,M,206,Célibataire,0,false,4219 EC 89
18,F,547,En Couple,3,true,5025 SC 49
60,M,1084,En Couple,0,false,9112 FO 20
54,M,501,En Couple,0,false,8744 FY 55
27,M,1020,Célibataire,0,false,3786 AV 54
21,M,548,En Couple,4,false,5002 PB 49
43,F,735,En Couple,0,true,1070 LY 33
64,F,571,En Couple,1,false,8976 QK 92
25,M,443,En Couple,4,false,2391 EQ 16
38,Homme,566,Célibataire,0,false,5700 DG 28
52,M,413,Seule,1,false,5624 NT 52
55,M,450,En Couple,4,false,1251 OI 28
67,F,187,En Couple,4,true,1383 XX 36
52,M,468,En Couple,3,false,5803 JP 53
57,M,480,En Couple,3,false,651 JA 16
34,M,548,Célibataire,0,false,7469 VN 12
25,M,597,En Couple,1,false,9935 FP 68
22,F,1387,En Couple,3,true,4427 YU 25
23,F,410,En Couple,0,false,9628 HX 48
27,M,723,Célibataire,0,false,2571 BU 83
49,M,1215,En Couple,1,false,6258 OV 22
24,F,1162,Célibataire,0,false,1905 HO 68
32,M,747,En Couple,0,false,1711 CD 69
47,M,546,En Couple,2,true,1768 RQ 67
29,F,462,Seule,1,false,6149 DY 52
71,F,1076,En Couple,3,false,4810 HO 20
24,F,544,En Couple,3,false,3560 AN 36
51,M,1380,En Couple,3,false,6211 LI 68
26,M,411,En Couple,4,false,829 UU 20
20,M,205,En Couple,4,false,1201 DV 39
23,F,593,Célibataire,0,false,2220 CR 25
75,M,786,Célibataire,0,false,5686 ZG 74
75,F,223,En Couple,2,false,7215 JI 38
55,M,415,En Couple,1,false,7716 WO 63
61,M,547,En Couple,1,false,5632 QW 56
57,M,820,Célibataire,0,false,6639 WM 58
74,M,769,Célibataire,0,false,510 TY 95
25,F,500,Célibataire,0,false,1838 XA 17
69,F,1002,En Couple,3,false,3672 XY 61
23,F,415,En Couple,2,false,7562 ZY 55
24,M,469,En Couple,4,false,1503 XP 91
44,F,532,En Couple,1,false,7389 IP 96
23,F,427,En Couple,0,false,8120 YT 28
36,F,824,En Couple,0,false,6452 EM 21
28,M,1019,Célibataire,0,false,4744 YL 16
18,M,402,En Couple,2,true,1917 BN 88
69,F,1388,En Couple,0,false,1813 UY 15
28,F,1212,En Couple,3,true,6105 SG 82
46,F,493,En Couple,4,false,7211 EC 17
79,F,574,En Couple,1,false,5850 GG 64
18,M,579,En Couple,1,true,5188 KM 76
53,M,519,En Couple,2,false,1750 OX 91
33,F,566,En Couple,1,false,1150 FM 32
19,F,788,En Couple,4,false,1218 VQ 27
71,F,462,En Couple,2,false,665 OB 82
23,M,248,Célibataire,0,false,9815 WC 14
84,F,406,Célibataire,0,false,358 HC 20
30,F,520,En Couple,0,false,799 QS 13
33,M,594,En Couple,1,false,2072 XS 53
46,M,541,En Couple,2,false,4712 KE 48
27,M,247,En Couple,1,false,2022 TS 14
50,M,184,Célibataire,0,false,9920 ZN 28
30,F,1207,En Couple,0,true,5031 NV 68
28,M,514,En Couple,2,false,1814 PY 74
65,M,1176,En Couple,2,false,8756 GJ 75
54,F,483,En Couple,4,true,9919 GX 33
47,M,506,Célibataire,0,false,8265 WE 82
20,F,547,En Couple,1,true,2495 CE 84
54,F,434,En Couple,1,false,2035 GU 27
64,M,589,En Couple,2,false,4763 RR 90
40,F,743,Seule,2,false,754 AS 54
32,F,430,En Couple,3,false,7453 KZ 83
57,M,1081,En Couple,1,true,808 QQ 58
54,M,405,En Couple,3,false,6927 RX 13
55,M,551,En Couple,1,false,6649 FG 64
19,F,423,En Couple,0,false,4398 XR 37
46,M,491,Célibataire,0,false,6425 EY 17
48,M,530,En Couple,0,false,8680 QM 81
24,M,513,En Couple,0,false,3600 XK 30
59,M,726,En Couple,2,false,8126 XH 36
36,M,1188,En Couple,1,false,5816 PY 48
71,F,450,En Couple,0,false,5778 ZU 12
48,M,441,Célibataire,0,false,285 BP 77
31,M,1217,En Couple,0,false,7930 OR 77
47,F,877, ,0,false,5100 LJ 62
66,M,434,En Couple,2,false,2330 DX 52
64,M,?,En Couple,4,true,7636 KN 58
32,F,832,En Couple,1,false,8813 XC 85
66,M,557,Célibataire,0,false,9111 TP 62
62,F,571,En Couple,2,false,5805 YQ 95
42,M,594,Seul,0,false,4201 YU 75
48,F,1101,En Couple,0,false,6790 JE 77
38,M,235,En Couple,0,false,4383 IM 71
60,M,236,Célibataire,0,false,9110 JK 60
50,M,1357,Célibataire,0,false,3057 BR 69
25,F,979,Célibataire,0,false,7375 YN 38
34,F,449,En Couple,2,false,2217 EG 26
34,M,198,Célibataire,0,false,3123 RK 45
49,M,238,Célibataire,0,false,8481 WC 91
52,M,539,En Couple,1,true,3287 OV 84
25,M,491,En Couple,0,false,2808 VT 98
22,M,452,Célibataire,0,false,3952 JH 16
55,M,188,En Couple,2,false,2829 TC 33
67,M,579,En Couple,0,false,6488 QA 53
44,F,179,En Couple,3,false,2562 OA 22
69,M,438,Célibataire,0,false,2969 TZ 33
49,M,998,Seule,1,false,6362 YZ 21
78,M,1149,En Couple,2,false,4432 KP 90
24,M,243,En Couple,0,true,2906 YJ 91
22,M,1106,Célibataire,0,false,7355 EM 98
41,M,555,En Couple,2,false,9451 FI 52
18,M,758,Célibataire,0,false,171 MH 58
19,M,424,Célibataire,0,false,9030 HX 60
20,F,195,En Couple,2,false,9250 CL 97
24,M,459,Célibataire,0,false,9974 RJ 63
27,M,534,Célibataire,0,false,6118 WN 67
24,M,464,Célibataire,0,false,3273 DX 68
71,F,950,Seule,2,false,1324 SL 30
44,M,1391,En Couple,2,false,3375 CA 48
29,F,463,Célibataire,0,false,253 BG 18
49,M,193,Célibataire,0,false,5177 MM 64
45,F,1159,Célibataire,0,false,6787 EG 62
26,M,576,En Couple,4,false,2986 WE 55
41,M,529,En Couple,4,false,972 DP 30
43,M,523,En Couple,1,true,5689 XI 78
40,M,530,En Couple,0,false,2550 UR 26
25,M,1363,En Couple,0,false,2493 NC 91
21,F,561,En Couple,4,false,6481 HE 62
27,M,546,En Couple,2,true,2063 GU 41
47,M,977,En Couple,1,false,9952 QY 12
45,M,567,Célibataire,0,false,1707 LT 91
47,F,242,En Couple,2,true,7943 OL 77
56,M,163,En Couple,3,false,4526 JM 33
44,M,162,Seule,3,false,9133 CJ 63
20,M,246,Seule,1,false,5849 IO 19
33,M,440,En Couple,0,false,1979 SM 30
39,M,1319,En Couple,0,false,6860 ED 28
44,M,1213,En Couple,0,false,5756 EV 40
28,M,576,En Couple,4,false,3083 YI 73
